trial,noise_condition,success,steps,collisions,start_row,start_col,start_heading,goal_row,goal_col,final_row,final_col,shortest_dist,path_efficiency,belief_error_rate,mean_entropy,mean_context_std
0,gauss_med,1,14,0,1,5,S,7,5,7,5,10,0.7142857142857143,0.0,0.0009246850394220019,0.6624984528337207
1,gauss_med,1,13,0,8,1,S,1,4,1,4,10,0.7692307692307693,0.0,0.0009540847835383969,0.6652604479056138
2,gauss_med,1,18,0,5,3,S,8,7,8,7,13,0.7222222222222222,0.0,0.00012494233892981456,0.6623256769445207
3,gauss_med,1,23,0,7,5,W,7,1,7,1,16,0.6956521739130435,0.0,0.0005993539612459047,0.6641593264496845
4,gauss_med,1,11,0,5,3,W,1,6,1,6,7,0.6363636363636364,0.0,0.0004703381878140466,0.6670037020336498
5,gauss_med,1,13,0,4,8,E,5,2,5,2,9,0.6923076923076923,0.0,0.00024742524286781333,0.6637133497458237
6,gauss_med,1,11,0,2,1,W,8,4,8,4,9,0.8181818181818182,0.0,0.0003079693872843398,0.6658509048548612
7,gauss_med,1,7,0,6,1,W,4,3,4,3,4,0.5714285714285714,0.0,0.0005566783165704692,0.6720319901193891
8,gauss_med,1,4,0,5,5,E,4,7,4,7,3,0.75,0.0,6.390964040292602e-05,0.6460328251123428
9,gauss_med,1,9,0,3,1,S,1,5,1,5,6,0.6666666666666666,0.0,0.0014829398928668525,0.6643050312995911
10,gauss_med,1,12,0,8,2,W,1,3,1,3,10,0.8333333333333334,0.0,0.0007383186107100906,0.6672458996375402
11,gauss_med,0,80,0,7,8,S,3,4,8,8,8,0.0,1.0,0.0695655473449733,0.690336349606514
12,gauss_med,1,19,0,1,8,S,7,5,7,5,13,0.6842105263157895,0.0,0.0003013115669581997,0.6611421453325372
13,gauss_med,1,7,0,3,7,W,1,4,1,4,5,0.7142857142857143,0.0,0.0003162871197933522,0.6555453709193638
14,gauss_med,1,22,0,4,8,S,8,3,8,3,15,0.6818181818181818,0.0,9.02662016787045e-05,0.664000698111274
15,gauss_med,1,14,0,2,1,E,3,8,3,8,10,0.7142857142857143,0.0,0.0004653718484145689,0.6641191669872829
16,gauss_med,1,9,0,5,2,S,1,2,1,2,6,0.6666666666666666,0.0,0.00024282575269454456,0.6718084679709541
17,gauss_med,1,16,0,1,7,S,7,2,7,2,13,0.8125,0.0,0.002668631927285503,0.6585828922688961
18,gauss_med,1,6,0,8,4,E,7,2,7,2,3,0.5,0.0,0.00011575259069710835,0.6704167326291403
19,gauss_med,1,15,0,8,7,E,4,3,4,3,12,0.8,0.0,0.00014396861303490974,0.6624173521995544
20,gauss_med,1,19,0,8,3,N,3,8,3,8,14,0.7368421052631579,0.0,0.001335724546033876,0.6685809398952284
21,gauss_med,1,20,0,5,1,N,7,6,7,6,15,0.75,0.0,0.0008499873842708894,0.6614702433347702
22,gauss_med,1,12,0,4,8,S,1,6,1,6,7,0.5833333333333334,0.0,0.009021371023436586,0.6591280847787857
23,gauss_med,1,10,0,5,1,N,3,6,3,6,7,0.7,0.0,0.0013332222076201106,0.6682326972484589
24,gauss_med,1,14,0,8,6,N,4,7,4,7,7,0.5,0.0,0.00024942320073608116,0.6610603630542755
