trial,noise_condition,success,steps,collisions,start_row,start_col,start_heading,goal_row,goal_col,final_row,final_col,shortest_dist,path_efficiency,belief_error_rate,mean_entropy,mean_context_std
0,mask_40,1,14,0,1,5,S,7,5,7,5,10,0.7142857142857143,0.0,0.0002842944448307857,0.6617058089801243
1,mask_40,1,13,0,8,1,S,1,4,1,4,10,0.7692307692307693,0.0,0.00017525752977794933,0.6659931311240563
2,mask_40,1,18,0,5,3,S,8,7,8,7,13,0.7222222222222222,0.0,0.00019026652110672634,0.6633117265171475
3,mask_40,1,23,0,7,5,W,7,1,7,1,16,0.6956521739130435,0.0,0.00025826974069786957,0.666237613429194
4,mask_40,1,11,0,5,3,W,1,6,1,6,7,0.6363636363636364,0.0,0.00020406001968612227,0.6654006405310198
5,mask_40,1,13,0,4,8,E,5,2,5,2,9,0.6923076923076923,0.0,0.0006780707773521919,0.662815089409168
6,mask_40,1,11,0,2,1,W,8,4,8,4,9,0.8181818181818182,0.0,0.002589804951371248,0.6662376739762046
7,mask_40,1,7,0,6,1,W,4,3,4,3,4,0.5714285714285714,0.0,0.0003993635301802507,0.671243565423148
8,mask_40,1,4,0,5,5,E,4,7,4,7,3,0.75,0.0,0.0002207109587288869,0.6457743644714355
9,mask_40,1,9,0,3,1,S,1,5,1,5,6,0.6666666666666666,0.0,0.007935561829122485,0.6659290923012627
10,mask_40,1,12,0,8,2,W,1,3,1,3,10,0.8333333333333334,0.0,0.0001930695196203184,0.6635525474945704
11,mask_40,1,11,0,7,8,S,3,4,3,4,8,0.7272727272727273,0.0,0.001210218893861152,0.6558115970004689
12,mask_40,0,80,0,1,8,S,7,5,1,8,13,0.0,1.0,0.12032437591328744,0.6625831484794616
13,mask_40,1,7,0,3,7,W,1,4,1,4,5,0.7142857142857143,0.0,0.0012192407287199916,0.6570289475577218
14,mask_40,1,22,0,4,8,S,8,3,8,3,15,0.6818181818181818,0.0,0.0018586933481401502,0.6651437363841317
15,mask_40,1,14,0,2,1,E,3,8,3,8,10,0.7142857142857143,0.0,0.006823395384523272,0.6657604788030896
16,mask_40,1,9,0,5,2,S,1,2,1,2,6,0.6666666666666666,0.0,0.004155653481600691,0.6731630894872878
17,mask_40,1,16,0,1,7,S,7,2,7,2,13,0.8125,0.0,0.005589354523806378,0.6599450036883354
18,mask_40,1,6,0,8,4,E,7,2,7,2,3,0.5,0.0,0.00010236770814723666,0.6688471039136251
19,mask_40,1,15,0,8,7,E,4,3,4,3,12,0.8,0.0,0.004429010487001506,0.6591730912526449
20,mask_40,1,19,0,8,3,N,3,8,3,8,14,0.7368421052631579,0.0,0.0005523816384574706,0.6653261874851427
21,mask_40,1,20,0,5,1,N,7,6,7,6,15,0.75,0.15,0.05303311876830889,0.6627647876739502
22,mask_40,1,12,0,4,8,S,1,6,1,6,7,0.5833333333333334,0.0,0.002148673901388065,0.659548153479894
23,mask_40,1,10,0,5,1,N,3,6,3,6,7,0.7,0.0,0.0011643303082678358,0.6696542382240296
24,mask_40,1,14,0,8,6,N,4,7,4,7,7,0.5,0.0,0.002377172715893851,0.6607933683054787
