epoch,timestamp,elapsed_s,kl_weight,curriculum_start_t_min,curriculum_horizon,curriculum_w_roll_pose,train_filter_col_acc,train_filter_col_entropy,train_filter_heading_acc,train_filter_heading_entropy,train_filter_joint_acc,train_filter_row_acc,train_filter_row_entropy,train_kl_weight,train_loss_collision,train_loss_context_stability,train_loss_kl_context,train_loss_kl_vfe,train_loss_pose,train_loss_recon,train_loss_roll_collision,train_loss_roll_pose,train_loss_roll_recon,train_loss_roll_stay,train_loss_total,train_roll_col_acc,train_roll_heading_acc,train_roll_joint_acc,train_roll_row_acc,train_rollout_horizon,train_rollout_start_t_min,val_filter_col_acc,val_filter_col_entropy,val_filter_heading_acc,val_filter_heading_entropy,val_filter_joint_acc,val_filter_row_acc,val_filter_row_entropy,val_kl_weight,val_loss_collision,val_loss_context_stability,val_loss_kl_context,val_loss_kl_vfe,val_loss_pose,val_loss_recon,val_loss_roll_collision,val_loss_roll_pose,val_loss_roll_recon,val_loss_roll_stay,val_loss_total,val_roll_col_acc,val_roll_heading_acc,val_roll_joint_acc,val_roll_row_acc,val_rollout_horizon,val_rollout_start_t_min
11,2026-06-21 19:14:16,33.53,1.0,6,5,1.0,0.993221,0.02637,0.999259,0.006089,0.989184,0.992873,0.027338,1.0,0.022876,0.524675,24.203666,4.066333,0.041956,0.054717,0.122005,0.292037,0.068677,0.18581,0.974248,0.963431,0.998227,0.926028,0.958209,5.0,6.0,0.992712,0.025784,0.999939,0.004131,0.990967,0.994556,0.023853,1.0,0.014818,0.256044,24.121985,2.931292,0.03384,0.0,0.070619,0.174763,0.021885,0.10727,0.672226,0.99,0.999609,0.960781,0.968203,5.0,6.0
12,2026-06-21 19:14:49,32.93,1.0,6,5,1.0,0.993426,0.025329,0.999578,0.005607,0.98986,0.993326,0.026417,1.0,0.021498,0.49318,22.916517,3.64997,0.038076,0.054506,0.092489,0.216606,0.064307,0.150517,0.8316,0.976684,0.999291,0.951436,0.97156,5.0,6.0,0.991956,0.029056,0.999268,0.007368,0.987976,0.991895,0.029899,1.0,0.013145,0.29862,24.10837,3.0715,0.049079,0.0,0.107034,0.200877,0.02848,0.150136,0.778178,0.973047,1.0,0.957578,0.978438,5.0,6.0
13,2026-06-21 19:15:22,32.48,1.0,6,5,1.0,0.992951,0.027084,0.999134,0.006868,0.988662,0.992746,0.027616,1.0,0.022815,0.465558,23.439641,3.63275,0.044115,0.054607,0.092522,0.20753,0.062996,0.147218,0.834884,0.977677,0.997518,0.952119,0.971871,5.0,6.0,0.993005,0.02707,0.998962,0.006243,0.988867,0.992468,0.026107,1.0,0.015463,0.244384,22.22752,2.835256,0.0452,0.0,0.116586,0.161965,0.019907,0.157456,0.707397,0.984766,0.999219,0.966562,0.975625,5.0,6.0
14,2026-06-21 19:15:54,32.45,1.0,6,5,1.0,0.993864,0.024591,0.999571,0.005311,0.990122,0.993189,0.025741,1.0,0.020655,0.458215,22.061315,3.253611,0.037396,0.054176,0.081024,0.175234,0.061478,0.126541,0.74934,0.981809,0.999512,0.960177,0.975949,5.0,6.0,0.991675,0.025504,0.999048,0.005774,0.988953,0.992041,0.026028,1.0,0.01327,0.219954,22.50817,2.633743,0.049329,0.0,0.064218,0.103545,0.018117,0.083277,0.588743,0.990156,1.0,0.975703,0.984766,5.0,6.0
15,2026-06-21 19:16:26,32.46,1.0,6,5,1.0,0.991855,0.02894,0.998407,0.007924,0.986472,0.991233,0.029967,1.0,0.021411,0.441337,21.860276,3.491587,0.055234,0.054522,0.075117,0.170221,0.060783,0.13056,0.780173,0.979699,0.998582,0.963803,0.980381,5.0,6.0,0.993091,0.024249,1.0,0.004877,0.990576,0.994031,0.026129,1.0,0.013154,0.215268,22.911493,2.234118,0.035483,0.0,0.081655,0.114272,0.018059,0.091368,0.58005,0.990391,1.0,0.977813,0.985469,5.0,6.0
16,2026-06-21 19:16:59,32.51,1.0,6,5,1.0,0.993235,0.02491,0.999378,0.006424,0.989412,0.992873,0.026561,1.0,0.018907,0.440362,20.66712,3.028765,0.042075,0.054192,0.078739,0.146551,0.060531,0.106905,0.697839,0.982846,0.999424,0.968661,0.983777,5.0,6.0,0.992786,0.024848,0.998535,0.007776,0.987183,0.992285,0.023705,1.0,0.009893,0.229358,20.794573,2.615958,0.042768,0.0,0.08826,0.148851,0.020354,0.095063,0.622394,0.982344,0.994688,0.968359,0.98625,5.0,6.0
17,2026-06-21 19:17:31,32.48,1.0,6,5,1.0,0.993739,0.024298,0.999356,0.005823,0.989225,0.99252,0.025313,1.0,0.019853,0.429262,19.737797,2.974363,0.040729,0.056014,0.061064,0.12574,0.060988,0.095228,0.649592,0.983901,0.999512,0.973972,0.987633,5.0,6.0,0.993018,0.023261,0.999133,0.004415,0.990076,0.99386,0.021799,1.0,0.011974,0.19278,19.970873,2.088044,0.036609,0.0,0.040553,0.071857,0.022397,0.058349,0.470066,0.994531,1.0,0.984453,0.989922,5.0,6.0
18,2026-06-21 19:18:04,32.48,1.0,6,5,1.0,0.993524,0.02299,0.999245,0.005493,0.989263,0.992706,0.023628,1.0,0.018061,0.427792,18.227464,2.777662,0.039687,0.054526,0.055137,0.102073,0.058102,0.089849,0.596279,0.989805,0.999379,0.981693,0.99109,5.0,6.0,0.989526,0.024663,0.999573,0.004815,0.985999,0.99198,0.026785,1.0,0.009935,0.165787,17.476925,2.177725,0.053755,0.0,0.026687,0.042587,0.016736,0.037233,0.428308,0.996875,1.0,0.995313,0.998438,5.0,6.0
19,2026-06-21 19:18:37,32.5,1.0,6,5,1.0,0.993361,0.022013,0.99928,0.00527,0.989774,0.992962,0.022791,1.0,0.018958,0.419014,17.112532,2.647666,0.039066,0.054278,0.053572,0.099875,0.057922,0.07924,0.57218,0.989601,0.999335,0.980913,0.99016,5.0,6.0,0.993359,0.020627,1.0,0.004312,0.991211,0.993628,0.021065,1.0,0.010023,0.163846,16.795855,1.729888,0.032479,0.0,0.031043,0.047505,0.0124,0.03592,0.374091,0.997656,1.0,0.990547,0.992891,5.0,6.0
20,2026-06-21 19:19:09,32.5,1.0,6,5,1.0,0.99342,0.022013,0.998756,0.006156,0.988959,0.992487,0.022846,1.0,0.01882,0.416134,16.665925,2.70436,0.042085,0.053678,0.043285,0.081141,0.056369,0.063313,0.541639,0.991578,0.999645,0.982934,0.990691,5.0,6.0,0.991577,0.021088,0.999658,0.004165,0.989441,0.993762,0.019346,1.0,0.010243,0.152131,16.458593,1.860917,0.040757,0.0,0.024386,0.059572,0.014035,0.035423,0.398099,0.997266,1.0,0.989219,0.990781,5.0,6.0
21,2026-06-21 19:19:42,32.38,1.0,6,5,1.0,0.992563,0.022881,0.998338,0.006317,0.987792,0.991959,0.022333,1.0,0.018952,0.407772,15.551773,2.625926,0.049584,0.054095,0.040935,0.08052,0.05631,0.070869,0.545291,0.992402,0.999335,0.985133,0.991977,5.0,6.0,0.993176,0.022123,0.99895,0.008865,0.988953,0.992383,0.022771,1.0,0.01057,0.151023,15.311552,1.801983,0.039527,0.0,0.021684,0.037257,0.012636,0.033507,0.357654,0.998828,1.0,0.996094,0.997266,5.0,6.0
22,2026-06-21 19:20:14,32.45,1.0,6,5,1.0,0.993095,0.02151,0.999328,0.005743,0.989044,0.992514,0.021466,1.0,0.018693,0.388542,15.128215,2.470663,0.039893,0.053535,0.037608,0.070601,0.05562,0.057681,0.497767,0.992598,0.999867,0.987624,0.993652,5.0,6.0,0.992566,0.019382,0.999878,0.003205,0.990759,0.994312,0.017706,1.0,0.008736,0.134426,14.790899,1.563755,0.03022,0.0,0.028506,0.0392,0.014919,0.029372,0.331286,0.994922,1.0,0.992969,0.996875,5.0,6.0
23,2026-06-21 19:20:47,32.72,1.0,6,5,1.0,0.993358,0.019825,0.999169,0.005065,0.989773,0.99288,0.019763,1.0,0.016852,0.409048,13.534737,2.334448,0.038589,0.053366,0.039564,0.06793,0.055199,0.060953,0.477645,0.993706,0.999424,0.987589,0.993129,5.0,6.0,0.993457,0.020361,0.999878,0.004157,0.989844,0.992908,0.018854,1.0,0.011236,0.13332,14.071661,1.538447,0.03319,0.0,0.029248,0.053832,0.013369,0.045598,0.352509,0.994531,1.0,0.985469,0.990938,5.0,6.0
24,2026-06-21 19:21:20,32.91,1.0,6,5,1.0,0.993172,0.019325,0.999382,0.004336,0.989533,0.992826,0.019132,1.0,0.017111,0.398814,12.794871,2.261045,0.036925,0.053791,0.035159,0.065256,0.055658,0.05717,0.458179,0.994548,0.999379,0.989184,0.99375,5.0,6.0,0.895496,0.074122,0.89071,0.057113,0.794836,0.923755,0.066196,1.0,0.011666,0.281572,11.930122,18.005917,1.888407,0.0,0.243721,2.315322,0.055078,1.888673,7.696948,0.898906,0.907813,0.818594,0.900234,5.0,6.0
25,2026-06-21 19:21:54,34.44,1.0,6,5,1.0,0.992926,0.019359,0.998913,0.00487,0.989011,0.992534,0.019322,1.0,0.016952,0.386163,12.457905,2.291296,0.040864,0.053111,0.029099,0.050805,0.054673,0.039562,0.434863,0.994814,0.999956,0.99016,0.994592,5.0,6.0,0.992969,0.018755,0.999207,0.004176,0.989819,0.992505,0.018077,1.0,0.007112,0.121498,12.227708,1.560178,0.033038,0.0,0.022284,0.030182,0.011504,0.022973,0.292404,0.999219,1.0,0.99375,0.99375,5.0,6.0
26,2026-06-21 19:22:34,39.58,1.0,8,10,1.5,0.993495,0.018103,0.999177,0.004295,0.989856,0.992949,0.018088,1.0,0.015524,0.434582,11.583343,2.112121,0.035718,0.052951,0.029002,0.059727,0.054266,0.055223,0.497562,0.995488,0.999801,0.990745,0.993905,10.0,8.0,0.992749,0.017496,0.999658,0.003551,0.990417,0.994092,0.016317,1.0,0.008922,0.123304,11.170634,1.536343,0.030801,0.0,0.016561,0.053035,0.01146,0.038958,0.348829,0.997734,1.0,0.993086,0.993086,10.0,8.0
27,2026-06-21 19:23:13,39.26,1.0,8,10,1.5,0.993643,0.017665,0.99964,0.003434,0.990366,0.993362,0.017105,1.0,0.015888,0.422143,10.79277,1.988392,0.032055,0.054093,0.030348,0.079327,0.055609,0.070293,0.52201,0.995102,0.999557,0.989827,0.992952,10.0,8.0,0.993701,0.016385,1.0,0.002057,0.991064,0.994031,0.014646,1.0,0.005637,0.123921,11.117489,1.351727,0.027521,0.0,0.021232,0.034954,0.013026,0.034524,0.311353,0.996328,1.0,0.993203,0.996289,10.0,8.0
28,2026-06-21 19:23:52,39.03,1.0,8,10,1.5,0.993265,0.01775,0.99928,0.003684,0.989625,0.992851,0.017273,1.0,0.015481,0.406321,10.680143,2.018386,0.036418,0.053019,0.0228,0.057552,0.054263,0.047316,0.471403,0.9959,0.999512,0.991512,0.99477,10.0,8.0,0.973962,0.032206,0.944446,0.040161,0.907776,0.950818,0.040539,1.0,0.008064,0.210372,10.20198,9.367225,0.672338,0.0,0.188489,1.663392,0.031791,1.608942,5.524502,0.954023,0.94043,0.907813,0.9425,10.0,8.0
29,2026-06-21 19:24:31,39.12,1.0,8,10,1.5,0.993865,0.017478,0.999501,0.003781,0.990011,0.992825,0.017956,1.0,0.016928,0.410334,10.586203,1.944076,0.033818,0.05279,0.029788,0.060386,0.054139,0.057253,0.48135,0.996099,0.999778,0.991179,0.994038,10.0,8.0,0.993823,0.016802,0.999695,0.002958,0.990955,0.99386,0.016985,1.0,0.010357,0.119989,10.124805,1.464952,0.029488,0.0,0.01402,0.01302,0.009467,0.013297,0.251748,0.999609,1.0,0.99707,0.997461,10.0,8.0
30,2026-06-21 19:25:11,39.23,1.0,8,10,1.5,0.993728,0.016367,0.999432,0.003095,0.990203,0.993064,0.016556,1.0,0.015199,0.411009,9.527188,1.916756,0.03497,0.052911,0.019202,0.042843,0.053659,0.03841,0.42338,0.997052,1.0,0.994149,0.996232,10.0,8.0,0.9922,0.016999,0.998621,0.003075,0.989014,0.992493,0.015774,1.0,0.007238,0.098765,9.76068,1.573352,0.043214,0.0,0.00962,0.00894,0.011113,0.007823,0.262376,1.0,1.0,0.999023,0.999023,10.0,8.0
31,2026-06-21 19:25:50,39.65,1.0,8,10,1.5,0.993232,0.017622,0.999313,0.003649,0.988943,0.992128,0.017882,1.0,0.016021,0.401957,9.31608,1.984889,0.040401,0.052812,0.023047,0.058525,0.053676,0.050276,0.468105,0.997496,0.999313,0.993617,0.995257,10.0,8.0,0.993579,0.017997,0.999268,0.002953,0.991064,0.99436,0.017184,1.0,0.007185,0.085567,9.776375,1.420707,0.033813,0.0,0.008875,0.029096,0.00979,0.021787,0.278499,0.998633,1.0,0.994609,0.995,10.0,8.0
32,2026-06-21 19:26:29,39.02,1.0,8,10,1.5,0.992837,0.017524,0.998823,0.004503,0.988657,0.992017,0.018638,1.0,0.016265,0.391319,9.092166,2.059029,0.042634,0.052721,0.017023,0.045177,0.053393,0.038072,0.436874,0.997828,0.999579,0.994526,0.995789,10.0,8.0,0.989697,0.021023,0.997742,0.004713,0.984778,0.988147,0.020129,1.0,0.008019,0.098564,8.551379,1.777546,0.070134,0.0,0.010763,0.016208,0.008556,0.009969,0.319872,0.999414,1.0,0.998242,0.998437,10.0,8.0
33,2026-06-21 19:27:08,38.82,1.0,8,10,1.5,0.993546,0.016828,0.999252,0.003406,0.990018,0.992942,0.016415,1.0,0.015275,0.385763,8.48922,1.870162,0.03513,0.052404,0.017574,0.038049,0.05313,0.031772,0.395846,0.997407,1.0,0.994526,0.996432,10.0,8.0,0.99342,0.016732,0.999512,0.003178,0.99043,0.993799,0.016094,1.0,0.005285,0.100705,8.454323,1.329795,0.031765,0.0,0.011901,0.010237,0.009208,0.008649,0.223998,0.999805,1.0,0.998633,0.998633,10.0,8.0
34,2026-06-21 19:27:48,39.8,1.0,8,10,1.5,0.993629,0.015377,0.999494,0.002662,0.99027,0.993177,0.015424,1.0,0.014909,0.379186,8.241276,1.775881,0.034234,0.052703,0.018388,0.040577,0.053285,0.031354,0.393275,0.997806,1.0,0.994371,0.995944,10.0,8.0,0.991138,0.017635,0.999329,0.003919,0.987402,0.991931,0.018208,1.0,0.007275,0.092658,9.437508,1.665634,0.045237,0.0,0.016097,0.026288,0.008712,0.023935,0.3056,0.998633,1.0,0.994727,0.995703,10.0,8.0
35,2026-06-21 19:28:27,38.95,1.0,8,10,1.5,0.993872,0.015332,0.999432,0.002957,0.99057,0.99321,0.015547,1.0,0.014127,0.383328,7.686756,1.705598,0.033152,0.052389,0.012783,0.023156,0.052704,0.020801,0.345499,0.99898,1.0,0.997163,0.998072,10.0,8.0,0.991553,0.015672,0.999414,0.002468,0.988586,0.991919,0.015876,1.0,0.007057,0.084833,7.73825,1.441378,0.048777,0.0,0.008448,0.020438,0.009313,0.032404,0.282644,0.999023,1.0,0.997656,0.997656,10.0,8.0
36,2026-06-21 19:29:06,38.98,1.0,8,10,1.5,0.993794,0.015297,0.999428,0.002801,0.99061,0.993451,0.015256,1.0,0.013906,0.366433,7.199787,1.65965,0.031841,0.052249,0.009527,0.014728,0.052476,0.013755,0.314722,0.999402,1.0,0.99836,0.998737,10.0,8.0,0.99397,0.015365,0.999756,0.002513,0.990881,0.993335,0.014371,1.0,0.004645,0.06554,7.361696,1.219835,0.029013,0.0,0.006611,0.008308,0.008659,0.006564,0.192825,0.999414,1.0,0.998633,0.999023,10.0,8.0
37,2026-06-21 19:29:45,38.87,1.0,8,10,1.5,0.993704,0.015274,0.999259,0.003052,0.990258,0.99331,0.015562,1.0,0.013889,0.365688,7.015748,1.645703,0.032257,0.052131,0.011643,0.027538,0.052518,0.026088,0.343382,0.998227,1.0,0.99723,0.998382,10.0,8.0,0.993201,0.016128,0.999109,0.002917,0.990784,0.993542,0.015,1.0,0.007579,0.067019,7.395234,1.377446,0.032487,0.0,0.010662,0.019984,0.009002,0.018929,0.234373,0.998438,1.0,0.996484,0.997266,10.0,8.0
38,2026-06-21 19:30:23,37.52,1.0,8,10,1.5,0.993908,0.014687,0.999661,0.002255,0.990517,0.993152,0.014828,1.0,0.013428,0.359205,6.514245,1.545178,0.031059,0.052216,0.010732,0.028405,0.052545,0.019321,0.328777,0.998515,1.0,0.997673,0.998582,10.0,8.0,0.992932,0.014885,0.999817,0.001941,0.990759,0.994617,0.013462,1.0,0.005955,0.062116,6.723405,1.132876,0.026683,0.0,0.004003,0.003615,0.007129,0.003326,0.167521,1.0,1.0,0.999609,0.999609,10.0,8.0
39,2026-06-21 19:31:01,38.59,1.0,8,10,1.5,0.993771,0.014558,0.999536,0.00193,0.990788,0.993487,0.014123,1.0,0.013493,0.35204,6.518895,1.556554,0.029906,0.052061,0.010566,0.029761,0.052519,0.026045,0.332903,0.998914,0.999778,0.997562,0.998072,10.0,8.0,0.990369,0.016639,0.999329,0.002223,0.98606,0.989795,0.018194,1.0,0.00573,0.064237,5.985772,1.910268,0.076387,0.0,0.008845,0.034947,0.007106,0.047341,0.358869,0.998633,1.0,0.998047,0.998242,10.0,8.0
40,2026-06-21 19:31:41,39.35,1.0,8,10,1.5,0.993472,0.014415,0.999723,0.001804,0.990161,0.993168,0.014492,1.0,0.013841,0.347855,6.178108,1.505717,0.034856,0.052171,0.011325,0.025888,0.052511,0.022161,0.329961,0.998958,1.0,0.997828,0.99836,10.0,8.0,0.984998,0.020856,0.993274,0.006259,0.971924,0.979956,0.021202,1.0,0.005937,0.07996,6.040891,3.205439,0.213069,0.0,0.015632,0.140611,0.009992,0.12007,0.88062,0.994336,1.0,0.991992,0.992773,10.0,8.0
