epoch,timestamp,elapsed_s,kl_weight,curriculum_start_t_min,curriculum_horizon,curriculum_w_roll_pose,train_filter_col_acc,train_filter_col_entropy,train_filter_heading_acc,train_filter_heading_entropy,train_filter_joint_acc,train_filter_row_acc,train_filter_row_entropy,train_kl_weight,train_loss_collision,train_loss_context_stability,train_loss_kl_context,train_loss_kl_vfe,train_loss_logvar_coupling,train_loss_pose,train_loss_recon,train_loss_roll_collision,train_loss_roll_pose,train_loss_roll_recon,train_loss_roll_stay,train_loss_total,train_roll_col_acc,train_roll_heading_acc,train_roll_joint_acc,train_roll_row_acc,train_rollout_horizon,train_rollout_start_t_min,val_filter_col_acc,val_filter_col_entropy,val_filter_heading_acc,val_filter_heading_entropy,val_filter_joint_acc,val_filter_row_acc,val_filter_row_entropy,val_kl_weight,val_loss_collision,val_loss_context_stability,val_loss_kl_context,val_loss_kl_vfe,val_loss_logvar_coupling,val_loss_pose,val_loss_recon,val_loss_roll_collision,val_loss_roll_pose,val_loss_roll_recon,val_loss_roll_stay,val_loss_total,val_roll_col_acc,val_roll_heading_acc,val_roll_joint_acc,val_roll_row_acc,val_rollout_horizon,val_rollout_start_t_min
11,2026-06-22 13:47:14,31.86,1.0,6,5,1.0,0.993006,0.029879,0.998974,0.008415,0.988643,0.992447,0.030569,1.0,0.024762,0.566464,24.230054,4.389506,-0.922376,0.045315,0.167001,0.133854,0.299876,0.178621,0.178859,1.06772,0.962535,0.998493,0.920089,0.953475,5.0,6.0,0.992725,0.029242,0.998743,0.007444,0.989148,0.993066,0.028287,1.0,0.015998,0.287487,25.197663,3.412647,0.0,0.043437,0.0,0.091557,0.238258,0.037709,0.114923,0.801003,0.969453,1.0,0.936953,0.966094,5.0,6.0
12,2026-06-22 13:47:46,31.74,1.0,6,5,1.0,0.993269,0.029393,0.999017,0.007963,0.989067,0.992786,0.030341,1.0,0.024085,0.527004,24.29952,4.062828,-0.92549,0.043267,0.166746,0.109376,0.2518,0.175868,0.161796,0.98313,0.972074,0.999291,0.938245,0.962004,5.0,6.0,0.989966,0.0343,0.997498,0.008596,0.981995,0.987134,0.036642,1.0,0.015758,0.325024,22.812462,3.731914,0.0,0.067696,0.0,0.091587,0.201185,0.035706,0.129774,0.805104,0.981953,0.998438,0.958438,0.975313,5.0,6.0
13,2026-06-22 13:48:17,31.87,1.0,6,5,1.0,0.993023,0.028742,0.99896,0.007686,0.988737,0.992467,0.02979,1.0,0.022843,0.535242,23.280803,3.834973,-0.927546,0.04443,0.166725,0.097846,0.198491,0.173123,0.135368,0.897388,0.977278,0.999601,0.952358,0.972775,5.0,6.0,0.987939,0.041904,0.991272,0.015534,0.973181,0.987427,0.0408,1.0,0.017754,0.295667,23.130027,5.479915,0.0,0.09164,0.0,0.119162,0.277683,0.040567,0.228103,1.03067,0.968281,0.996875,0.939219,0.963828,5.0,6.0
14,2026-06-22 13:48:49,31.82,1.0,6,5,1.0,0.992672,0.028731,0.998364,0.008639,0.987791,0.992028,0.03021,1.0,0.022862,0.527388,22.118139,3.656571,-0.919676,0.048713,0.166677,0.094127,0.185233,0.171622,0.117419,0.865507,0.980541,0.998759,0.957881,0.9757,5.0,6.0,0.989392,0.034324,0.994958,0.011309,0.983191,0.989795,0.034509,1.0,0.015459,0.271246,22.05998,3.181284,0.0,0.076344,0.0,0.050155,0.112986,0.030629,0.078163,0.661135,0.993359,1.0,0.978281,0.984141,5.0,6.0
15,2026-06-22 13:49:21,31.57,1.0,6,5,1.0,0.992962,0.028015,0.9986,0.008106,0.988152,0.992103,0.029388,1.0,0.023071,0.51481,21.043554,3.484284,-0.928954,0.046481,0.166651,0.077538,0.161622,0.171151,0.123058,0.815859,0.984131,0.998404,0.967376,0.981206,5.0,6.0,0.977063,0.045595,0.987708,0.019509,0.96394,0.977759,0.043407,1.0,0.013876,0.333699,20.191926,4.760528,0.0,0.221857,0.0,0.082579,0.252787,0.031083,0.323263,1.249625,0.978516,0.995469,0.951172,0.969375,5.0,6.0
16,2026-06-22 13:49:52,31.59,1.0,6,5,1.0,0.992851,0.027857,0.998572,0.008378,0.98787,0.991844,0.028389,1.0,0.022615,0.508162,20.897033,3.208251,-0.923358,0.047724,0.166549,0.073506,0.136225,0.169801,0.100461,0.771399,0.98508,0.999734,0.970053,0.982713,5.0,6.0,0.992786,0.026476,0.998901,0.007412,0.989185,0.992114,0.026243,1.0,0.032804,0.247251,22.146176,2.265111,0.0,0.042108,0.0,0.039223,0.083385,0.025843,0.056472,0.5297,0.993359,0.999609,0.982031,0.988281,5.0,6.0
17,2026-06-22 13:50:24,31.65,1.0,6,5,1.0,0.991844,0.028306,0.998123,0.009272,0.986521,0.99096,0.030477,1.0,0.021136,0.503257,19.854387,3.273219,-0.919498,0.055925,0.166452,0.063775,0.12444,0.169139,0.089579,0.755463,0.988041,0.999335,0.977491,0.98719,5.0,6.0,0.988147,0.033866,0.996863,0.010972,0.980981,0.989026,0.034755,1.0,0.015151,0.219882,18.932785,2.921961,0.0,0.077896,0.0,0.037809,0.087852,0.027057,0.058828,0.579791,0.995859,1.0,0.984453,0.987188,5.0,6.0
18,2026-06-22 13:50:56,31.54,1.0,6,5,1.0,0.992301,0.026207,0.998079,0.008708,0.987662,0.991915,0.027455,1.0,0.020716,0.495508,18.445095,3.029107,-0.927389,0.050254,0.166292,0.056272,0.099477,0.16826,0.071905,0.685779,0.992216,0.999113,0.980248,0.987766,5.0,6.0,0.992908,0.025756,0.999292,0.007026,0.988635,0.992126,0.026238,1.0,0.011958,0.185132,18.480872,2.17435,0.0,0.041505,0.0,0.033557,0.073194,0.035248,0.04906,0.465532,0.994297,1.0,0.987813,0.992734,5.0,6.0
19,2026-06-22 13:51:27,31.61,1.0,6,5,1.0,0.993003,0.024188,0.99887,0.007014,0.988578,0.991998,0.025462,1.0,0.02101,0.48714,17.870362,2.808099,-0.921844,0.044675,0.166583,0.059526,0.098201,0.168753,0.075827,0.666686,0.989716,0.999246,0.98125,0.990293,5.0,6.0,0.99198,0.02341,0.998718,0.006149,0.989661,0.992883,0.023389,1.0,0.012968,0.208981,17.058136,1.948283,0.0,0.039245,0.0,0.036626,0.055109,0.027752,0.029458,0.414852,0.99375,1.0,0.989063,0.995313,5.0,6.0
20,2026-06-22 13:51:59,31.6,1.0,6,5,1.0,0.992732,0.023887,0.998281,0.007789,0.988194,0.99203,0.024381,1.0,0.0211,0.492842,16.766059,2.797422,-0.932982,0.045804,0.166572,0.047558,0.079284,0.168372,0.057198,0.623316,0.992021,0.999778,0.983865,0.991135,5.0,6.0,0.99187,0.024398,0.998523,0.007384,0.987854,0.99303,0.022706,1.0,0.012248,0.165361,16.366682,1.958056,0.0,0.042951,0.0,0.030197,0.057206,0.023595,0.034704,0.410394,0.994844,1.0,0.990938,0.994141,5.0,6.0
21,2026-06-22 13:52:31,31.84,1.0,6,5,1.0,0.992528,0.024222,0.998321,0.007943,0.98788,0.991949,0.024467,1.0,0.021093,0.485429,16.093354,2.758894,-0.930869,0.048237,0.166108,0.045344,0.076667,0.16663,0.062983,0.618112,0.993351,0.999601,0.985213,0.991241,5.0,6.0,0.987878,0.027668,0.997363,0.009006,0.982117,0.985986,0.032144,1.0,0.015227,0.212698,15.812583,2.631955,0.0,0.088551,0.0,0.027838,0.057954,0.031658,0.049001,0.525907,0.997266,1.0,0.991172,0.993516,5.0,6.0
22,2026-06-22 13:53:03,31.76,1.0,6,5,1.0,0.99224,0.023433,0.998352,0.008025,0.987801,0.991895,0.02352,1.0,0.019396,0.488964,15.310906,2.619942,-0.931062,0.048623,0.16596,0.049681,0.078391,0.167714,0.067233,0.6146,0.992376,0.999379,0.985505,0.991844,5.0,6.0,0.991553,0.023061,0.997607,0.006755,0.987695,0.992322,0.022889,1.0,0.013088,0.161958,16.395457,1.935571,0.0,0.04977,0.0,0.02897,0.049926,0.022911,0.043248,0.41982,0.994531,1.0,0.991406,0.994922,5.0,6.0
23,2026-06-22 13:53:36,32.86,1.0,6,5,1.0,0.992621,0.022826,0.998385,0.007987,0.988173,0.991941,0.022968,1.0,0.02034,0.478653,14.873956,2.602834,-0.924583,0.046625,0.166101,0.045001,0.080245,0.16691,0.061746,0.601908,0.992509,0.999291,0.986489,0.992784,5.0,6.0,0.989954,0.022755,0.996997,0.007031,0.986255,0.991724,0.022262,1.0,0.010987,0.16298,13.106751,2.19613,0.0,0.056343,0.0,0.020072,0.033007,0.028109,0.030662,0.379699,1.0,1.0,0.994609,0.994609,5.0,6.0
24,2026-06-22 13:54:09,32.95,1.0,6,5,1.0,0.992387,0.021762,0.998576,0.006787,0.988276,0.991958,0.022831,1.0,0.020664,0.481715,13.87937,2.496427,-0.932658,0.045967,0.166245,0.039862,0.069804,0.167108,0.05453,0.57207,0.993794,0.999734,0.987544,0.993218,5.0,6.0,0.990466,0.025846,0.996912,0.007052,0.98595,0.990527,0.023101,1.0,0.014732,0.154008,12.660679,2.131469,0.0,0.061513,0.0,0.037928,0.031135,0.02361,0.025742,0.386858,0.998828,1.0,0.996875,0.997656,5.0,6.0
25,2026-06-22 13:54:40,31.6,1.0,6,5,1.0,0.992895,0.021085,0.998629,0.006468,0.988841,0.992465,0.022297,1.0,0.018752,0.48387,13.395794,2.370283,-0.941206,0.043149,0.165788,0.041862,0.067067,0.166279,0.051806,0.554547,0.993794,0.999512,0.988076,0.993661,5.0,6.0,0.981287,0.032831,0.990503,0.0132,0.96377,0.97439,0.037647,1.0,0.013358,0.188102,11.597778,3.565597,0.0,0.23793,0.0,0.042915,0.121043,0.026757,0.092903,0.888298,0.995313,1.0,0.984375,0.987109,5.0,6.0
26,2026-06-22 13:55:17,36.56,1.0,8,10,1.5,0.993377,0.019705,0.998857,0.005878,0.989402,0.992366,0.020544,1.0,0.018767,0.545348,12.381476,2.206036,-0.943372,0.038716,0.165804,0.040443,0.081803,0.167097,0.062232,0.666299,0.993949,0.99969,0.987837,0.992402,10.0,8.0,0.991956,0.023565,0.998657,0.007101,0.986975,0.989453,0.022248,1.0,0.010162,0.183923,11.516033,1.954618,0.0,0.059633,0.0,0.035141,0.14992,0.025649,0.135515,0.66707,0.993242,1.0,0.978984,0.98332,10.0,8.0
27,2026-06-22 13:55:54,36.65,1.0,8,10,1.5,0.993376,0.019374,0.998933,0.005362,0.989607,0.99278,0.019778,1.0,0.018614,0.538782,12.166748,2.199908,-0.94324,0.039053,0.165996,0.036336,0.076015,0.166976,0.052834,0.645203,0.994947,0.999801,0.988785,0.992642,10.0,8.0,0.992957,0.020887,0.998718,0.006047,0.987305,0.991296,0.023441,1.0,0.009774,0.138461,11.160078,1.704069,0.0,0.049587,0.0,0.014532,0.026424,0.025127,0.0269,0.35119,0.999414,1.0,0.99707,0.99707,10.0,8.0
28,2026-06-22 13:56:30,36.5,1.0,8,10,1.5,0.992476,0.019949,0.998417,0.006238,0.988295,0.99193,0.020219,1.0,0.019059,0.537151,11.387387,2.289686,-0.93825,0.04673,0.165682,0.030736,0.071707,0.166463,0.060603,0.649403,0.99559,0.999801,0.99047,0.993418,10.0,8.0,0.99425,0.020232,0.998035,0.007663,0.989954,0.993811,0.019859,1.0,0.011557,0.129866,11.20489,1.669053,0.0,0.035095,0.0,0.012622,0.023912,0.023376,0.020389,0.310231,0.99707,1.0,0.993945,0.996484,10.0,8.0
29,2026-06-22 13:57:07,36.65,1.0,8,10,1.5,0.992354,0.020747,0.998213,0.006446,0.988116,0.991653,0.020718,1.0,0.019775,0.524601,11.415337,2.35445,-0.927285,0.049825,0.165925,0.031729,0.067815,0.166815,0.062209,0.653171,0.995324,0.999756,0.990559,0.993861,10.0,8.0,0.992383,0.021947,0.999329,0.006214,0.989294,0.992053,0.023672,1.0,0.011691,0.151992,11.755511,1.620333,0.0,0.04025,0.0,0.021323,0.066304,0.023258,0.029383,0.404097,0.997852,1.0,0.994336,0.995703,10.0,8.0
30,2026-06-22 13:57:44,36.66,1.0,8,10,1.5,0.992657,0.019849,0.998428,0.006174,0.988407,0.991969,0.019874,1.0,0.019888,0.534709,10.761018,2.226576,-0.943533,0.045492,0.165453,0.024787,0.064538,0.165844,0.051936,0.616845,0.996254,0.999579,0.992886,0.995324,10.0,8.0,0.98905,0.022843,0.998218,0.006761,0.983911,0.988477,0.022445,1.0,0.010695,0.131115,10.338494,2.19421,0.0,0.078309,0.0,0.0125,0.05356,0.021714,0.029139,0.448061,0.998047,1.0,0.997461,0.997656,10.0,8.0
31,2026-06-22 13:58:20,36.67,1.0,8,10,1.5,0.993136,0.018348,0.998863,0.004898,0.989243,0.992524,0.018452,1.0,0.018959,0.535466,9.916958,2.099991,-0.945878,0.03846,0.165495,0.019843,0.037371,0.165387,0.034714,0.533792,0.997806,1.0,0.995124,0.996875,10.0,8.0,0.970789,0.034538,0.982617,0.01627,0.945007,0.967236,0.034011,1.0,0.009597,0.187383,9.464427,4.960217,0.0,0.441041,0.0,0.044627,0.402252,0.02713,0.479938,2.114697,0.985742,0.994141,0.979102,0.985742,10.0,8.0
32,2026-06-22 13:58:57,36.51,1.0,8,10,1.5,0.993603,0.017175,0.998926,0.004683,0.990251,0.9928,0.01768,1.0,0.017653,0.535643,9.334149,1.962104,-0.949029,0.035794,0.16539,0.015951,0.03657,0.165585,0.025833,0.508657,0.997629,1.0,0.99477,0.996498,10.0,8.0,0.991284,0.020696,0.996826,0.006597,0.986938,0.992249,0.019772,1.0,0.008442,0.104865,9.873753,1.722632,0.0,0.051567,0.0,0.009232,0.013245,0.025909,0.007096,0.300888,0.999609,1.0,0.998633,0.998633,10.0,8.0
33,2026-06-22 13:59:33,36.49,1.0,8,10,1.5,0.993304,0.01748,0.999113,0.004391,0.989874,0.992767,0.017162,1.0,0.016627,0.525617,9.223548,1.915251,-0.94583,0.036733,0.165381,0.019019,0.047647,0.165533,0.051359,0.54536,0.997806,0.999601,0.994504,0.995988,10.0,8.0,0.993542,0.01812,0.999512,0.003999,0.990576,0.994067,0.017255,1.0,0.00591,0.112169,9.093539,1.343448,0.0,0.033996,0.0,0.012147,0.023521,0.025216,0.020367,0.277364,0.999805,1.0,0.995898,0.995898,10.0,8.0
34,2026-06-22 14:00:10,36.74,1.0,8,10,1.5,0.993502,0.016742,0.999037,0.004261,0.989758,0.992528,0.017232,1.0,0.01729,0.532016,8.974831,1.932854,-0.948514,0.037124,0.165171,0.018786,0.041414,0.165372,0.030208,0.519096,0.99754,0.999623,0.994437,0.996188,10.0,8.0,0.992236,0.017431,0.997864,0.004125,0.988904,0.992175,0.017027,1.0,0.008719,0.0978,8.903648,1.555562,0.0,0.039496,0.0,0.00807,0.023389,0.024016,0.019464,0.285282,0.997266,1.0,0.996289,0.999023,10.0,8.0
35,2026-06-22 14:00:47,36.91,1.0,8,10,1.5,0.993733,0.015872,0.999109,0.00388,0.990392,0.993109,0.016147,1.0,0.016851,0.53042,8.315113,1.808626,-0.95763,0.034413,0.165108,0.015648,0.028676,0.165193,0.03035,0.482327,0.998546,1.0,0.99613,0.997119,10.0,8.0,0.991772,0.017746,0.997681,0.004682,0.988318,0.992078,0.017354,1.0,0.007484,0.111294,8.299651,1.787734,0.0,0.047386,0.0,0.0087,0.019264,0.031565,0.025462,0.30509,0.999805,1.0,0.998047,0.998047,10.0,8.0
36,2026-06-22 14:01:24,36.45,1.0,8,10,1.5,0.993318,0.016325,0.998906,0.004217,0.989576,0.992593,0.017004,1.0,0.016574,0.529468,8.38211,1.85052,-0.952538,0.03918,0.165219,0.02182,0.05318,0.16535,0.046124,0.546834,0.996565,0.999778,0.993351,0.995346,10.0,8.0,0.993298,0.017765,0.999475,0.00444,0.990198,0.992981,0.017781,1.0,0.009241,0.089633,8.547049,1.437219,0.0,0.032653,0.0,0.006354,0.015154,0.025465,0.014587,0.248793,0.999609,1.0,0.997852,0.998047,10.0,8.0
37,2026-06-22 14:02:00,36.37,1.0,8,10,1.5,0.993718,0.015813,0.999238,0.003858,0.989889,0.992602,0.016381,1.0,0.016891,0.529767,7.912262,1.795496,-0.957278,0.036009,0.164999,0.013875,0.036838,0.165255,0.029273,0.49129,0.997895,1.0,0.996055,0.997385,10.0,8.0,0.985938,0.021483,0.994202,0.007207,0.980994,0.990259,0.020697,1.0,0.008138,0.09602,7.664964,2.084203,0.0,0.122292,0.0,0.027823,0.241913,0.023462,0.238085,0.954857,0.991211,0.996094,0.987695,0.992383,10.0,8.0
38,2026-06-22 14:02:36,36.29,1.0,8,10,1.5,0.99351,0.015317,0.999192,0.003356,0.990043,0.992916,0.015763,1.0,0.01583,0.530457,7.681954,1.712789,-0.959008,0.033447,0.164956,0.014362,0.037891,0.164886,0.029743,0.483869,0.998338,0.999601,0.995988,0.997141,10.0,8.0,0.991797,0.018419,0.994165,0.008559,0.985291,0.989233,0.017668,1.0,0.006982,0.097093,7.088739,2.149204,0.0,0.069126,0.0,0.018045,0.112445,0.023051,0.151916,0.577354,0.996484,0.996094,0.994141,0.996875,10.0,8.0
39,2026-06-22 14:03:13,36.39,1.0,8,10,1.5,0.993244,0.015883,0.998746,0.003781,0.989774,0.992636,0.015713,1.0,0.016501,0.535542,7.352436,1.798693,-0.956002,0.037992,0.165045,0.017046,0.046356,0.165124,0.04707,0.520174,0.997141,0.999379,0.994792,0.996875,10.0,8.0,0.992566,0.016489,0.998621,0.003455,0.9896,0.992517,0.016385,1.0,0.008013,0.083748,7.295236,1.51921,0.0,0.036522,0.0,0.01018,0.021678,0.026476,0.014635,0.258144,0.998242,1.0,0.996094,0.997656,10.0,8.0
40,2026-06-22 14:03:52,39.0,1.0,8,10,1.5,0.993877,0.014587,0.999397,0.003022,0.990729,0.993247,0.014792,1.0,0.015845,0.53923,6.887355,1.681183,-0.965033,0.031318,0.164902,0.011064,0.023005,0.164817,0.019641,0.439157,0.998382,1.0,0.996565,0.997872,10.0,8.0,0.986145,0.022723,0.996057,0.005845,0.978186,0.982666,0.020905,1.0,0.007728,0.092554,6.723883,2.862021,0.0,0.140459,0.0,0.013047,0.104678,0.023629,0.114237,0.687172,0.995703,1.0,0.994336,0.994336,10.0,8.0
