trial,success,steps,collisions,start_row,start_col,start_heading,goal_row,goal_col,shortest_dist,path_efficiency,belief_error_rate,mean_entropy,mean_context_std,mean_ms_per_step,noise_sigma,mask_fraction
0,1,20,0,1,5,S,7,5,10,0.5,0.1,0.5006668388843536,0.13688498809933664,1.8992598983459175,0.2,0.0
1,1,37,0,8,1,S,1,4,10,0.2702702702702703,0.6756756756756757,1.865213851670961,0.13760493252728437,1.8702438415808451,0.2,0.0
2,1,26,0,5,3,S,8,7,13,0.5,0.11538461538461539,0.5999066422765071,0.13757819281174585,1.8903310007702272,0.2,0.0
3,1,25,0,7,5,W,7,1,16,0.64,0.04,0.5267569315433502,0.13775468170642852,1.8885267502628267,0.2,0.0
4,1,13,0,5,3,W,1,6,7,0.5384615384615384,0.07692307692307693,0.6772300280057467,0.1372770071029663,1.8629963787344213,0.2,0.0
5,1,31,0,4,8,E,5,2,9,0.2903225806451613,0.1935483870967742,0.7787563757550332,0.13767301603671042,1.8787109368150272,0.2,0.0
6,1,15,0,2,1,W,8,4,9,0.6,0.4,1.0986422111590703,0.1368964821100235,1.8556974711827934,0.2,0.0
7,1,15,0,6,1,W,4,3,4,0.26666666666666666,0.06666666666666667,0.6796145369609197,0.13723692893981934,1.8823864016061027,0.2,0.0
8,0,80,0,5,5,E,4,7,3,0.0,0.0125,0.6876012114807963,0.1391271749511361,1.8670597593882121,0.2,0.0
9,1,13,0,3,1,S,1,5,6,0.46153846153846156,0.3076923076923077,0.9035388987797958,0.13769460526796487,1.923129463998171,0.2,0.0
10,1,12,0,8,2,W,1,3,10,0.8333333333333334,0.08333333333333333,0.8097334901491801,0.13698846970995268,1.8896976641068857,0.2,0.0
11,1,17,0,7,8,S,3,4,8,0.47058823529411764,0.47058823529411764,1.1677333151592928,0.136887467082809,1.9295341198277824,0.2,0.0
12,1,19,0,1,8,S,7,5,13,0.6842105263157895,0.10526315789473684,0.7210463552098525,0.13664095495876513,1.8675926349763023,0.2,0.0
13,1,11,0,3,7,W,1,4,5,0.45454545454545453,0.18181818181818182,0.6227770799940283,0.13664931736209177,2.021297812461853,0.2,0.0
14,1,30,0,4,8,S,8,3,15,0.5,0.3,0.6789305523037911,0.1374729389945666,1.8927182051508378,0.2,0.0
15,0,80,0,2,1,E,3,8,10,0.0,1.0,1.0814369715750218,0.1403026392683387,1.8626038487127516,0.2,0.0
16,1,9,0,5,2,S,1,2,6,0.6666666666666666,0.0,1.0410536064041986,0.1388857513666153,1.9277552168609366,0.2,0.0
17,0,80,0,1,7,S,7,2,13,0.0,0.2125,1.0754629239439963,0.1376198371872306,1.8554992551798932,0.2,0.0
18,0,80,0,8,4,E,7,2,3,0.0,0.6375,1.1090979957953095,0.1410428812727332,1.8709324125666171,0.2,0.0
19,1,17,0,8,7,E,4,3,12,0.7058823529411765,0.0,0.5390549889382195,0.13773780885864706,1.905147119781331,0.2,0.0
20,1,23,0,8,3,N,3,8,14,0.6086956521739131,0.21739130434782608,0.88604501861593,0.13735160425953244,1.857273260374432,0.2,0.0
21,0,80,1,5,1,N,7,6,15,0.0,0.1875,0.8924061385914683,0.1393528224900365,1.8770207978377584,0.2,0.0
22,1,32,0,4,8,S,1,6,7,0.21875,0.53125,0.9083124529570341,0.13724502734839916,1.8579969073471148,0.2,0.0
23,1,18,0,5,1,N,3,6,7,0.3888888888888889,0.3333333333333333,1.0954427412814565,0.13718937502966988,1.8796192242815677,0.2,0.0
24,1,41,0,8,6,N,4,7,7,0.17073170731707318,0.04878048780487805,1.0463869942397606,0.13919144832506414,1.8793024866637298,0.2,0.0
