trial,success,steps,collisions,start_row,start_col,start_heading,goal_row,goal_col,shortest_dist,path_efficiency,belief_error_rate,mean_entropy,mean_context_std,mean_ms_per_step,noise_sigma,mask_fraction
0,0,80,0,1,5,S,7,5,10,0.0,0.4125,1.3526210533455014,0.18951456993818283,1.7074862458684947,0.0,0.0
1,0,80,5,8,1,S,1,4,10,0.0,1.0,0.7391442075371742,0.20849324241280556,1.6840658252476715,0.0,0.0
2,0,80,0,5,3,S,8,7,13,0.0,1.0,0.8430543094873428,0.15982039384543895,1.675405414425768,0.0,0.0
3,0,80,0,7,5,W,7,1,16,0.0,1.0,1.208990789949894,0.1946754351258278,1.6813375950732734,0.0,0.0
4,0,80,0,5,3,W,1,6,7,0.0,0.525,0.22003971319645643,0.16244677118957043,1.673220251541352,0.0,0.0
5,1,13,0,4,8,E,5,2,9,0.6923076923076923,0.23076923076923078,0.35107130815203375,0.16135113972883958,1.6887841540245483,0.0,0.0
6,0,80,0,2,1,W,8,4,9,0.0,0.9125,0.3745570980012417,0.16162937730550767,1.6753678261011373,0.0,0.0
7,0,80,0,6,1,W,4,3,4,0.0,0.0125,0.6374964360147715,0.19416255485266448,1.6867922400706448,0.0,0.0
8,0,80,0,5,5,E,4,7,3,0.0,0.05,0.4790023715700954,0.16659232769161464,1.6833734407555312,0.0,0.0
9,0,80,0,3,1,S,1,5,6,0.0,1.0,0.34386786855757234,0.22093526385724543,1.6914382540562656,0.0,0.0
10,0,80,6,8,2,W,1,3,10,0.0,0.975,0.9355798173695803,0.20467343050986528,1.681522552826209,0.0,0.0
11,1,11,0,7,8,S,3,4,8,0.7272727272727273,0.2727272727272727,0.47361308336257935,0.15975510396740653,1.6544818169098685,0.0,0.0
12,0,80,0,1,8,S,7,5,13,0.0,0.0375,0.19283545389771461,0.19588236771523954,1.6910454149183352,0.0,0.0
13,0,80,0,3,7,W,1,4,5,0.0,0.35,0.6038944087922573,0.16869130823761225,1.784321384911891,0.0,0.0
14,1,34,0,4,8,S,8,3,15,0.4411764705882353,0.4117647058823529,0.5418051162953762,0.18582728285999858,1.6830591707462992,0.0,0.0
15,0,80,7,2,1,E,3,8,10,0.0,1.0,0.4699089337140322,0.22298085372895002,1.7180330884002615,0.0,0.0
16,0,80,0,5,2,S,1,2,6,0.0,0.3125,0.8424137811176479,0.18816582653671504,1.761530288058566,0.0,0.0
17,0,80,0,1,7,S,7,2,13,0.0,0.025,0.41998192365281284,0.16580780707299708,1.7100831988500431,0.0,0.0
18,0,80,0,8,4,E,7,2,3,0.0,0.2125,0.5260489977896213,0.17342320866882802,1.7650397603574675,0.0,0.0
19,0,80,0,8,7,E,4,3,12,0.0,0.0625,0.9172217655926943,0.1498768089339137,1.848338074341882,0.0,0.0
20,0,80,0,8,3,N,3,8,14,0.0,0.025,0.18024782063439487,0.2069578219205141,1.78408559950185,0.0,0.0
21,0,80,0,5,1,N,7,6,15,0.0,0.0125,0.9785514132119715,0.20444151479750872,1.8286819366039708,0.0,0.0
22,0,80,0,4,8,S,1,6,7,0.0,0.2625,0.6376707622781396,0.17115687914192676,1.8133359488274436,0.0,0.0
23,0,80,0,5,1,N,3,6,7,0.0,0.0125,0.9782365225255489,0.20445024650543928,1.7853801386081614,0.0,0.0
24,0,80,0,8,6,N,4,7,7,0.0,0.0625,0.4950523748062551,0.16668257471174003,1.6948088137723971,0.0,0.0
25,0,80,0,7,8,S,6,1,14,0.0,0.0375,0.8415332142263651,0.1491734579205513,1.8713017503614537,0.0,0.0
26,0,80,0,1,5,W,3,6,3,0.0,0.1,0.42303074346855285,0.1568651169538498,1.7243333895748947,0.0,0.0
27,0,80,0,7,8,W,4,7,4,0.0,0.075,0.49463406964205203,0.16610881816595793,1.690371248696465,0.0,0.0
28,0,80,0,7,8,W,4,1,14,0.0,0.0125,0.8599462142214179,0.1538471905514598,1.6843089775647968,0.0,0.0
29,0,80,0,3,4,S,3,1,7,0.0,0.05,0.6245411766692996,0.17110319137573243,1.7091340632759966,0.0,0.0
30,0,80,0,6,1,W,1,7,11,0.0,0.375,0.895351177174598,0.23083714433014393,1.7568751027283724,0.0,0.0
31,0,80,0,2,1,N,7,7,15,0.0,0.0375,0.5345143458805979,0.1714063288643956,1.6644730989355594,0.0,0.0
32,0,80,0,7,6,E,6,3,14,0.0,1.0,0.5104526337236166,0.2207286015152931,1.6568759623623919,0.0,0.0
33,1,11,0,6,8,W,3,4,7,0.6363636363636364,0.2727272727272727,0.440830261869864,0.1745032180439342,1.6726849240843544,0.0,0.0
34,1,11,0,5,6,S,4,8,3,0.2727272727272727,0.09090909090909091,0.6937305490401658,0.17632494189522482,1.7199419830417768,0.0,0.0
35,0,80,10,5,6,N,1,2,10,0.0,0.9375,1.4802899591624736,0.15680930614471436,1.6752006522438023,0.0,0.0
36,0,80,0,3,3,E,1,6,5,0.0,0.25,0.6457822676748037,0.17237964272499084,1.6778214696387295,0.0,0.0
37,0,80,0,6,5,E,6,3,12,0.0,0.675,1.0823978263884784,0.190589371137321,1.6326278731867205,0.0,0.0
38,0,80,9,8,1,N,5,6,14,0.0,1.0,0.7237556643784047,0.20556212160736323,1.6362595983082429,0.0,0.0
39,1,12,0,7,5,S,5,6,3,0.25,0.16666666666666666,0.42665905753771466,0.16853653515378633,1.6243269831951086,0.0,0.0
40,0,80,0,1,5,W,5,6,7,0.0,0.0125,0.5034532947465777,0.1726537486538291,1.6489279980305582,0.0,0.0
41,1,7,0,3,5,N,5,8,5,0.7142857142857143,0.0,0.14251965603658132,0.1534658031804221,1.6597931472850698,0.0,0.0
42,0,80,0,8,8,E,2,5,9,0.0,0.0625,0.4743780143558979,0.16187464091926812,1.6449915041448548,0.0,0.0
43,0,80,0,4,3,W,8,8,11,0.0,0.1375,0.7984048770740628,0.16541038323193788,1.6370584024116397,0.0,0.0
44,1,44,0,1,2,W,3,1,3,0.06818181818181818,0.8863636363636364,0.6268933117389679,0.18755979124795308,1.6439354354092344,0.0,0.0
45,1,12,0,1,3,E,8,1,9,0.75,0.08333333333333333,0.43585338195164997,0.1544526442885399,1.6751713264966384,0.0,0.0
46,0,80,0,8,4,E,3,5,12,0.0,0.025,0.9721620189025998,0.15811730548739433,1.6687244868080597,0.0,0.0
47,0,80,0,6,3,S,1,6,8,0.0,0.5125,0.2555841587483883,0.1662167064845562,1.6462120132928248,0.0,0.0
48,0,80,0,5,2,W,7,6,14,0.0,1.0,0.6269947338849307,0.14497528318315744,1.7620536986214574,0.0,0.0
49,1,16,0,7,7,N,3,6,7,0.4375,0.1875,0.41819718945771456,0.1772380881011486,1.7957643067347817,0.0,0.0
50,0,80,0,3,7,N,1,2,7,0.0,0.3875,0.6443263075314463,0.1701414216309786,1.7990905107581057,0.0,0.0
51,0,80,0,1,5,S,7,5,10,0.0,0.325,1.378291424922645,0.19102226626127958,1.7766286982805468,0.0,0.0
52,0,80,0,7,1,W,1,8,13,0.0,0.35,0.8823148155584931,0.2296462157741189,1.8208278168458492,0.0,0.0
53,0,80,14,5,2,N,8,6,15,0.0,1.0,1.350161997973919,0.18598604369908572,1.711677787534427,0.0,0.0
54,0,80,7,5,2,E,6,8,11,0.0,0.95,0.8564542677253485,0.16059077065438032,1.7005869609420188,0.0,0.0
55,0,80,0,4,8,E,1,8,9,0.0,0.25,0.6344104979187251,0.17292228229343892,1.6473354138724972,0.0,0.0
56,0,80,0,3,1,S,3,5,8,0.0,1.0,0.4867585517466068,0.18679350540041922,1.724492789071519,0.0,0.0
57,0,80,1,6,1,E,5,8,12,0.0,0.7375,0.5707337960600853,0.16587457489222288,1.7666665902652312,0.0,0.0
58,0,80,0,8,7,E,1,4,12,0.0,0.3125,0.6424636980518699,0.16774150282144545,1.782142498268513,0.0,0.0
59,0,80,0,1,6,W,3,7,5,0.0,0.1,0.37278150487691164,0.15822391547262668,1.8155782963731326,0.0,0.0
60,1,32,0,3,8,E,8,3,14,0.4375,0.40625,0.4979980093194172,0.18983627809211612,1.753228660163586,0.0,0.0
61,0,80,0,3,3,W,7,5,10,0.0,0.2875,1.3894943072460593,0.19177558440715076,1.7233412247151136,0.0,0.0
62,1,26,0,3,3,E,7,6,11,0.4230769230769231,0.15384615384615385,0.5241437074370109,0.17307134373829916,1.7582996537944733,0.0,0.0
63,0,80,0,7,1,E,7,6,17,0.0,1.0,0.7994103744626045,0.17787726856768132,1.824276108527556,0.0,0.0
64,0,80,0,7,2,N,3,4,8,0.0,0.0875,0.3616076069884002,0.1672304505482316,1.7643485851294827,0.0,0.0
65,0,80,0,1,5,W,4,8,6,0.0,0.0,0.620024225488305,0.18215186130255462,1.7928857771039475,0.0,0.0
66,0,80,0,1,6,S,4,8,7,0.0,0.025,0.5684610978234559,0.17965050637722016,1.8256728988490067,0.0,0.0
67,1,18,0,2,5,E,7,1,9,0.5,0.3888888888888889,0.7643613724244965,0.1557647536198298,1.80870056242889,0.0,0.0
68,1,13,0,7,7,S,5,7,4,0.3076923076923077,0.3076923076923077,0.6625656307889864,0.16211802340470827,1.8258496957759445,0.0,0.0
69,0,80,0,1,8,W,4,8,9,0.0,0.05,0.5534627974964679,0.1789592582732439,1.749687076517148,0.0,0.0
70,0,80,0,1,1,E,7,5,14,0.0,0.025,0.5359821814112365,0.17074298337101937,1.7306395377090666,0.0,0.0
71,0,80,3,7,1,E,6,3,5,0.0,1.0,0.7053353123366832,0.21128340419381858,1.7824715534516145,0.0,0.0
72,1,19,0,3,5,N,6,1,7,0.3684210526315789,0.3157894736842105,0.8012537615079629,0.1515975484722539,1.8186795396583253,0.0,0.0
73,0,80,0,5,7,S,1,5,6,0.0,0.025,0.5622969012707472,0.17684221509844064,1.7106561099353712,0.0,0.0
74,0,80,0,6,1,W,1,4,8,0.0,0.325,0.8995589127764105,0.2217997120693326,1.7089004919398576,0.0,0.0
75,0,80,0,4,3,N,7,6,12,0.0,0.8625,0.6404662603512407,0.16815244518220424,1.6535666851268616,0.0,0.0
76,0,80,0,2,1,N,5,2,4,0.0,0.0875,0.3802272025030106,0.1648893253877759,1.8012535481830128,0.0,0.0
77,0,80,0,3,6,N,6,3,6,0.0,0.9375,0.11604718670714646,0.17587531432509423,1.785611643572338,0.0,0.0
78,0,80,0,6,5,N,1,5,9,0.0,1.0,1.1639053270220756,0.22649441603571177,1.8120413915312383,0.0,0.0
79,0,80,0,5,7,N,7,6,5,0.0,0.2375,1.4249745190143586,0.17899178210645914,1.7178889691422228,0.0,0.0
80,0,80,0,3,5,W,8,4,12,0.0,0.975,0.07226962335407734,0.17294220868498086,1.6430765113909729,0.0,0.0
81,1,7,0,3,7,S,5,8,3,0.42857142857142855,0.42857142857142855,0.4888096712529659,0.17798328825405665,1.6325644184170025,0.0,0.0
82,0,80,0,3,5,N,1,2,5,0.0,0.3875,0.6059896847233176,0.17033485900610684,1.649089027341688,0.0,0.0
83,0,80,0,8,7,E,4,3,12,0.0,0.0625,0.9164046172052622,0.14986354876309632,1.6526430750673171,0.0,0.0
84,0,80,0,5,1,N,7,6,15,0.0,0.0125,0.9768491121008992,0.20448212120682002,1.6456421995826531,0.0,0.0
85,0,80,0,1,4,E,3,4,4,0.0,0.0875,0.41588028986006975,0.1573995854705572,1.6449665854452178,0.0,0.0
86,0,80,0,6,5,E,5,2,12,0.0,0.7,1.1639204181730747,0.19460393525660039,1.6425186106062029,0.0,0.0
87,0,80,0,8,6,S,1,8,15,0.0,0.225,0.6283493624068797,0.16974163185805083,1.7314826371148229,0.0,0.0
88,0,80,0,5,5,W,5,1,12,0.0,0.7,1.1637910611927509,0.1931472297757864,1.7273733494221233,0.0,0.0
89,1,27,0,3,4,E,8,6,11,0.4074074074074074,0.3333333333333333,0.45398256969120765,0.17816890445020464,1.6558972937572334,0.0,0.0
90,0,80,0,5,5,W,5,3,10,0.0,0.725,1.1580773532390594,0.19324688147753477,1.6717000609787647,0.0,0.0
91,0,80,0,4,7,N,3,4,4,0.0,1.0,1.4553126469254494,0.1540134083479643,1.6499670986377168,0.0,0.0
92,1,6,0,3,8,N,7,8,4,0.6666666666666666,0.0,0.16928886249661446,0.17151644080877304,1.6340808069799095,0.0,0.0
93,0,80,0,8,3,N,5,5,17,0.0,0.025,0.7060342453420162,0.17796706967055798,1.6398689112975262,0.0,0.0
94,0,80,0,3,5,E,5,5,6,0.0,0.0,0.8870869237929583,0.1808135649189353,1.6568936604016926,0.0,0.0
95,1,11,0,1,5,S,6,3,7,0.6363636363636364,0.8181818181818182,0.6245792772282254,0.15108549188483844,1.640163356734609,0.0,0.0
96,0,80,0,1,6,N,3,4,4,0.0,0.1125,0.38356067789718506,0.15937738325446843,1.6618008368823212,0.0,0.0
97,1,27,0,6,3,S,7,1,5,0.18518518518518517,0.37037037037037035,0.6583891726202435,0.20303589381553508,1.649037262217866,0.0,0.0
98,0,80,0,3,6,S,1,5,3,0.0,0.4,0.6456254227086902,0.17247498426586388,1.642025996989105,0.0,0.0
99,0,80,0,8,4,N,8,7,21,0.0,0.0125,0.2922375226393342,0.19542289096862078,1.6381473098590504,0.0,0.0
