trial,success,steps,collisions,start_row,start_col,start_heading,goal_row,goal_col,shortest_dist,path_efficiency,belief_error_rate,mean_entropy,mean_context_std,mean_ms_per_step,noise_sigma,mask_fraction
0,0,80,0,1,5,S,7,5,10,0.0,0.0,0.00654752864211332,0.34642062820494174,1.9346100372786168,0.0,0.0
1,1,13,0,8,1,S,1,4,10,0.7692307692307693,0.07692307692307693,0.0020795273885596544,0.3522086487366603,1.8169470803024104,0.0,0.0
2,0,80,0,5,3,S,8,7,13,0.0,0.0125,0.011683523324609268,0.37389846369624136,1.8182738822360989,0.0,0.0
3,0,80,0,7,5,W,7,1,16,0.0,0.0,0.00033007706324497124,0.40531703606247904,1.858505210839212,0.0,0.0
4,1,11,0,5,3,W,1,6,7,0.6363636363636364,0.0,0.008131430094098587,0.3488917784257369,1.9590461055155506,0.0,0.0
5,1,13,0,4,8,E,5,2,9,0.6923076923076923,0.07692307692307693,0.0010620315330855262,0.36199045410523045,1.9273991436840823,0.0,0.0
6,1,11,0,2,1,W,8,4,9,0.8181818181818182,0.0,0.012542124862772074,0.35075148940086365,1.9326714735308832,0.0,0.0
7,1,7,0,6,1,W,4,3,4,0.5714285714285714,0.14285714285714285,0.007588637742238851,0.3534681328705379,1.8558530053789062,0.0,0.0
8,1,6,0,5,5,E,4,7,3,0.5,0.0,0.0033639427177452794,0.337465966741244,1.776760327629745,0.0,0.0
9,1,9,0,3,1,S,1,5,6,0.6666666666666666,0.1111111111111111,0.0027154917932218975,0.3529891139931149,1.935700776003715,0.0,0.0
10,1,12,0,8,2,W,1,3,10,0.8333333333333334,0.0,0.0013458669733760569,0.34859208514293033,1.8021652455596875,0.0,0.0
11,1,11,0,7,8,S,3,4,8,0.7272727272727273,0.09090909090909091,0.0038815978173674507,0.35610704801299353,1.8698711752552877,0.0,0.0
12,0,80,0,1,8,S,7,5,13,0.0,0.0125,0.006507940112351207,0.3482976496219635,1.8596312831505202,0.0,0.0
13,1,7,0,3,7,W,1,4,5,0.7142857142857143,0.14285714285714285,0.009414773825223424,0.34286788957459585,1.8285648714351868,0.0,0.0
14,1,22,0,4,8,S,8,3,15,0.6818181818181818,0.045454545454545456,0.0019969601192067125,0.35642336986281653,1.814067498674955,0.0,0.0
15,1,14,0,2,1,E,3,8,10,0.7142857142857143,0.0,0.009036471133315769,0.35396904817649294,1.814446723853637,0.0,0.0
16,1,11,0,5,2,S,1,2,6,0.5454545454545454,0.09090909090909091,0.019895695393312384,0.3648392883214084,1.8827472707595339,0.0,0.0
17,1,16,0,1,7,S,7,2,13,0.8125,0.0625,0.0408020566610503,0.35202511958777905,1.847285995609127,0.0,0.0
18,1,6,0,8,4,E,7,2,3,0.5,0.0,0.004900640061047549,0.36539744834105176,1.9438914896454662,0.0,0.0
19,1,15,0,8,7,E,4,3,12,0.8,0.0,0.00988796858873684,0.3600879351298014,1.8035353976301849,0.0,0.0
20,1,21,0,8,3,N,3,8,14,0.6666666666666666,0.047619047619047616,0.006773184278461572,0.34531278127715703,1.801176900265827,0.0,0.0
21,0,80,2,5,1,N,7,6,15,0.0,0.0125,0.025417750851215715,0.3714694809168577,1.8289071223989595,0.0,0.0
22,1,12,0,4,8,S,1,6,7,0.5833333333333334,0.08333333333333333,0.0031322303063158565,0.3574700355529785,1.7952685108563553,0.0,0.0
23,1,12,0,5,1,N,3,6,7,0.5833333333333334,0.08333333333333333,0.1054534289056998,0.34877733141183853,2.012895003038769,0.0,0.0
24,1,15,0,8,6,N,4,7,7,0.4666666666666667,0.06666666666666667,0.018886977737323226,0.3422466019789378,2.011724072508514,0.0,0.0
25,1,20,0,7,8,S,6,1,14,0.7,0.05,0.003333814166398952,0.35613039284944537,1.896623897482641,0.0,0.0
26,1,5,0,1,5,W,3,6,3,0.6,0.0,0.011233571916818619,0.34773510694503784,1.8336372100748122,0.0,0.0
27,1,29,0,7,8,W,4,7,4,0.13793103448275862,0.034482758620689655,0.25298270940653184,0.3413499788991336,1.923010961537988,0.0,0.0
28,1,37,0,7,8,W,4,1,14,0.3783783783783784,0.02702702702702703,0.19238944303219183,0.3489131460318694,1.8729627261416533,0.0,0.0
29,1,11,0,3,4,S,3,1,7,0.6363636363636364,0.09090909090909091,0.0032463001923381603,0.3619559651071375,1.7653369154273109,0.0,0.0
30,1,13,0,6,1,W,1,7,11,0.8461538461538461,0.07692307692307693,0.0020982923054431854,0.3526393106350532,1.904501776712445,0.0,0.0
31,1,26,0,2,1,N,7,7,15,0.5769230769230769,0.0,0.058053522987533,0.3448484241962433,1.9850075791160076,0.0,0.0
32,1,19,0,7,6,E,6,3,14,0.7368421052631579,0.0,0.002531317785676373,0.3560212568232888,1.9003216753174599,0.0,0.0
33,1,9,0,6,8,W,3,4,7,0.7777777777777778,0.0,0.003141308928510019,0.3573858274353875,1.829874876420945,0.0,0.0
34,1,7,0,5,6,S,4,8,3,0.42857142857142855,0.14285714285714285,0.005728132130960668,0.366458535194397,1.7680017044767737,0.0,0.0
35,1,19,0,5,6,N,1,2,10,0.5263157894736842,0.05263157894736842,0.007149856098342417,0.3556234664038608,1.8338731514584077,0.0,0.0
36,1,7,0,3,3,E,1,6,5,0.7142857142857143,0.0,0.006202124034254146,0.3453268323625837,1.7658865794406406,0.0,0.0
37,0,80,0,6,5,E,6,3,12,0.0,0.0,0.0010312558023542807,0.40735648535192015,1.9010376890946645,0.0,0.0
38,0,80,2,8,1,N,5,6,14,0.0,0.0,0.011554763708431892,0.3700752403587103,1.8670510122319683,0.0,0.0
39,1,6,0,7,5,S,5,6,3,0.5,0.16666666666666666,0.0036437703486929727,0.3529864400625229,1.9031039846595377,0.0,0.0
40,1,11,0,1,5,W,5,6,7,0.6363636363636364,0.0,0.006400767576864878,0.34195608442479913,2.073992636393417,0.0,0.0
41,1,9,0,3,5,N,5,8,5,0.5555555555555556,0.1111111111111111,0.00958164875838621,0.3516681260532803,1.8245279982996483,0.0,0.0
42,1,12,0,8,8,E,2,5,9,0.75,0.08333333333333333,0.0015558575832983479,0.3531627928217252,1.762512406761137,0.0,0.0
43,0,80,0,4,3,W,8,8,11,0.0,0.0125,0.0115544943486384,0.3738474868237972,1.932839223445626,0.0,0.0
44,1,4,0,1,2,W,3,1,3,0.75,0.0,0.002173593544284813,0.35541190952062607,1.8896532419603318,0.0,0.0
45,1,12,0,1,3,E,8,1,9,0.75,0.0,0.010444067537415927,0.3502952183286349,1.955909911581936,0.0,0.0
46,0,80,0,8,4,E,3,5,12,0.0,0.0,0.035802406680886634,0.32232286855578424,1.8808367211022414,0.0,0.0
47,1,13,0,6,3,S,1,6,8,0.6153846153846154,0.07692307692307693,0.0027983905523657226,0.35987693529862624,1.7798661585682287,0.0,0.0
48,0,80,2,5,2,W,7,6,14,0.0,0.0,0.023672794254025575,0.3730352398008108,1.843837265187176,0.0,0.0
49,1,10,0,7,7,N,3,6,7,0.7,0.1,0.014853665658301906,0.35720680356025697,1.7400770972017199,0.0,0.0
50,1,10,0,3,7,N,1,2,7,0.7,0.1,0.003843624627916142,0.35027589499950407,1.9258419051766396,0.0,0.0
51,0,80,0,1,5,S,7,5,10,0.0,0.0,0.00656576020992361,0.3464459303766489,1.8300444600754417,0.0,0.0
52,1,15,0,7,1,W,1,8,13,0.8666666666666667,0.0,0.0018510475745036577,0.35305816133817036,1.7490212572738528,0.0,0.0
53,0,80,2,5,2,N,8,6,15,0.0,0.0125,0.012822867327122367,0.37341936901211736,1.7977434006752446,0.0,0.0
54,0,80,2,5,2,E,6,8,11,0.0,0.0,0.02005081547035843,0.3735172923654318,1.8825102364644408,0.0,0.0
55,1,13,0,4,8,E,1,8,9,0.6923076923076923,0.07692307692307693,0.002927495887538848,0.35750625683711124,1.7605255393741222,0.0,0.0
56,1,12,0,3,1,S,3,5,8,0.6666666666666666,0.08333333333333333,0.005053331357582162,0.3487923815846443,1.8956480829122786,0.0,0.0
57,0,80,2,6,1,E,5,8,12,0.0,0.0,0.010980166022272897,0.3719940323382616,1.8471693736501038,0.0,0.0
58,1,16,0,8,7,E,1,4,12,0.75,0.0,0.010619241009408142,0.35436457581818104,1.8900242539530154,0.0,0.0
59,1,7,0,1,6,W,3,7,5,0.7142857142857143,0.0,0.007103458121751568,0.34600004979542326,1.8892267170096082,0.0,0.0
60,1,20,0,3,8,E,8,3,14,0.7,0.0,0.0027585311479924714,0.349782857298851,1.9974327995441854,0.0,0.0
61,0,80,0,3,3,W,7,5,10,0.0,0.0125,0.005350550271759858,0.3464938595890999,1.9034634409763385,0.0,0.0
62,0,80,0,3,3,E,7,6,11,0.0,0.0,0.005577218799226102,0.34552703201770785,1.8674470018595457,0.0,0.0
63,0,80,0,7,1,E,7,6,17,0.0,0.025,0.024933890802640236,0.3707484759390354,1.8786766326229554,0.0,0.0
64,1,51,0,7,2,N,3,4,8,0.1568627450980392,0.0196078431372549,0.012800360006033717,0.35357941131965787,1.8174084378223794,0.0,0.0
65,1,9,0,1,5,W,4,8,6,0.6666666666666666,0.0,0.006620354373202038,0.3526495827568902,1.7715490022156801,0.0,0.0
66,1,11,0,1,6,S,4,8,7,0.6363636363636364,0.09090909090909091,0.006203954625313848,0.35984594984488055,1.8927657246504994,0.0,0.0
67,1,14,0,2,5,E,7,1,9,0.6428571428571429,0.0,0.013828657352340607,0.35807090146201,1.9136663634396558,0.0,0.0
68,1,43,0,7,7,S,5,7,4,0.09302325581395349,0.0,0.34674770776101194,0.3448903318061385,1.8714474592639436,0.0,0.0
69,1,12,0,1,8,W,4,8,9,0.75,0.0,0.019267417776669998,0.3514315163095792,1.8831813358701766,0.0,0.0
70,0,80,0,1,1,E,7,5,14,0.0,0.0,0.006882935584144434,0.34604074284434316,1.8229725654236972,0.0,0.0
71,0,80,0,7,1,E,6,3,5,0.0,0.025,0.026638585429464002,0.3583444967865944,1.8316513123863842,0.0,0.0
72,1,13,0,3,5,N,6,1,7,0.5384615384615384,0.07692307692307693,0.005226836121157528,0.3518581482080313,1.9608150066163104,0.0,0.0
73,1,10,0,5,7,S,1,5,6,0.6,0.1,0.01268920405418612,0.3458737641572952,1.8619921116624027,0.0,0.0
74,1,10,0,6,1,W,1,4,8,0.8,0.1,0.002554058577516116,0.35537621974945066,1.8750385963357985,0.0,0.0
75,0,80,0,4,3,N,7,6,12,0.0,0.0125,0.0053686570593527,0.34606593027710914,1.8273236375534907,0.0,0.0
76,1,7,0,2,1,N,5,2,4,0.5714285714285714,0.0,0.003340511640999466,0.3425556463854654,1.899114136384534,0.0,0.0
77,1,10,0,3,6,N,6,3,6,0.6,0.1,0.004861318148323334,0.37109588980674746,1.8927016062662005,0.0,0.0
78,1,37,0,6,5,N,1,5,9,0.24324324324324326,0.0,0.006049574489765832,0.3580575335670162,1.8597961642552872,0.0,0.0
79,1,12,0,5,7,N,7,6,5,0.4166666666666667,0.08333333333333333,0.13767030556406704,0.33963601291179657,1.936068496434018,0.0,0.0
80,1,16,0,3,5,W,8,4,12,0.75,0.0625,0.015332640265114605,0.3542534355074167,1.8061529372062068,0.0,0.0
81,1,4,0,3,7,S,5,8,3,0.75,0.25,0.16818089648586465,0.3366062268614769,1.7791810096241534,0.0,0.0
82,1,6,0,3,5,N,1,2,5,0.8333333333333334,0.16666666666666666,0.028884296130854636,0.34551114837328595,1.765003001006941,0.0,0.0
83,1,15,0,8,7,E,4,3,12,0.8,0.0,0.009844252898862276,0.3601112226645152,1.9210409256629646,0.0,0.0
84,0,80,2,5,1,N,7,6,15,0.0,0.0125,0.026799895734029633,0.37148614786565304,1.902148399676662,0.0,0.0
85,1,6,0,1,4,E,3,4,4,0.6666666666666666,0.0,0.030134768613303702,0.3523576259613037,1.7951051607572783,0.0,0.0
86,0,80,0,6,5,E,5,2,12,0.0,0.0,0.0010260779991767776,0.40727998577058316,1.8495532363886014,0.0,0.0
87,1,20,0,8,6,S,1,8,15,0.75,0.05,0.002652564921299927,0.355955658853054,1.843578353873454,0.0,0.0
88,0,80,0,5,5,W,5,1,12,0.0,0.0,0.0006656898294750135,0.3940319541841745,1.8399072665488347,0.0,0.0
89,0,80,0,3,4,E,8,6,11,0.0,0.0125,0.005670237971935421,0.3454870846122503,1.8316363006306347,0.0,0.0
90,0,80,0,5,5,W,5,3,10,0.0,0.0,0.0006538791909406428,0.3942042879760265,1.8017474380030762,0.0,0.0
91,1,5,0,4,7,N,3,4,4,0.8,0.0,0.028999830421525985,0.36409319639205934,1.7299495986662805,0.0,0.0
92,1,6,0,3,8,N,7,8,4,0.6666666666666666,0.16666666666666666,0.0008021031353564467,0.35989010830720264,1.945927826454863,0.0,0.0
93,0,80,2,8,3,N,5,5,17,0.0,0.0125,0.011240254019139684,0.36828139163553714,1.8457651138305664,0.0,0.0
94,0,80,0,3,5,E,5,5,6,0.0,0.0,0.005815498234005645,0.34451192915439605,1.7615667093195952,0.0,0.0
95,1,9,0,1,5,S,6,3,7,0.7777777777777778,0.0,0.00828786997590214,0.3610948555999332,1.7387308956434329,0.0,0.0
96,1,7,0,1,6,N,3,4,4,0.5714285714285714,0.14285714285714285,0.009438382578082383,0.35287955829075407,1.7750350109833692,0.0,0.0
97,1,11,0,6,3,S,7,1,5,0.45454545454545453,0.09090909090909091,0.0028944802946749737,0.36799315159971063,1.7543330852111632,0.0,0.0
98,1,5,0,3,6,S,1,5,3,0.6,0.2,0.0037711353041231634,0.36076743602752687,1.7187886056490242,0.0,0.0
99,0,80,0,8,4,N,8,7,21,0.0,0.0125,0.022727376213879324,0.338069236651063,1.7525327719340567,0.0,0.0
